model,checkpoint,compositional_translate_sp_eng_reverse
EleutherAI/pythia-6.9b,step110000,9.658159234550562
EleutherAI/pythia-6.9b,step121000,9.797686973314606
EleutherAI/pythia-6.9b,step132000,9.607026860955056
EleutherAI/pythia-6.9b,step143000,9.64185393258427
EleutherAI/pythia-6.9b,step55000,9.72289764747191
EleutherAI/pythia-6.9b,step66000,9.569939431179776
EleutherAI/pythia-6.9b,step77000,9.816142907303371
EleutherAI/pythia-6.9b,step88000,9.695378335674157
EleutherAI/pythia-6.9b,step99000,9.597700140449438
