model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_upper_last,correct_upper_last,total_upper_last,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
EleutherAI/pythia-6.9b,step0,compositional_upper_last,True,,False,0.0,0,26,0.0,0,26,11.924879807692308,372696.4517394627,5.2206410484927795e-05,5.2206410484927795e-05
EleutherAI/pythia-6.9b,step11000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,8.549579326923077,7117.051945611498,0.00031576958718979064,0.00031576958718979064
EleutherAI/pythia-6.9b,step22000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,7.429837740384615,2384.1416940727463,0.0008090981285538965,0.0008090981285538965
EleutherAI/pythia-6.9b,step33000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,6.972355769230769,1243.271979474564,0.0010951592304424614,0.0010951592304424614
EleutherAI/pythia-6.9b,step44000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,8.202373798076923,4347.511226826834,0.0003355800908199617,0.0003355800908199617
EleutherAI/pythia-6.9b,step55000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,7.641376201923077,2567.8747717202536,0.0005656942649323044,0.0005656942649323044
EleutherAI/pythia-6.9b,step66000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,9.161358173076923,16821.778722670148,0.0001360516112745406,0.0001360516112745406
EleutherAI/pythia-6.9b,step77000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,8.567307692307692,8818.308466716497,0.00026314763069216834,0.00026314763069216834
EleutherAI/pythia-6.9b,step88000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,8.44110576923077,7212.25198578889,0.00032008908809981484,0.00032008908809981484
EleutherAI/pythia-6.9b,step99000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,8.68389423076923,7096.902252832862,0.00019982308742369666,0.00019982308742369666
EleutherAI/pythia-6.9b,step110000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,9.927283653846153,34264.060792379554,7.725648007517095e-05,7.725648007517095e-05
EleutherAI/pythia-6.9b,step121000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,9.577524038461538,19727.284335153006,0.00010445581099722973,0.00010445581099722973
EleutherAI/pythia-6.9b,step132000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,9.65985576923077,21441.51846621288,7.861878882793263e-05,7.861878882793263e-05
EleutherAI/pythia-6.9b,step143000,compositional_upper_last,True,,False,1.0,26,26,1.0,26,26,9.157752403846153,13443.91305105713,0.00013598591426506416,0.00013598591426506416
