model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
EleutherAI/pythia-6.9b,step0,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step11000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step22000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step33000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step44000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step55000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step66000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step77000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step88000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step99000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step110000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step121000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step132000,textfrct_XU1,True,,False,0.0,0,0,,,,
EleutherAI/pythia-6.9b,step143000,textfrct_XU1,True,,False,0.0,0,0,,,,
