model,checkpoint,token_reversal
EleutherAI/pythia-6.9b,step110000,7.935546875
EleutherAI/pythia-6.9b,step121000,7.32861328125
EleutherAI/pythia-6.9b,step132000,6.83818359375
EleutherAI/pythia-6.9b,step143000,6.7755859375
