model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V3,correct_V3,total_V3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
EleutherAI/pythia-6.9b,step0,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,11.52392578125,153963.62231829486,1.5529510633693535e-05,1.5529510633693535e-05
EleutherAI/pythia-6.9b,step11000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.991048177083333,1289.8432830678862,0.0011400213225278074,0.0011400213225278074
EleutherAI/pythia-6.9b,step22000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.714436848958333,323.85714094737426,0.003538446106052606,0.003538446106052606
EleutherAI/pythia-6.9b,step33000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.690592447916667,863.030311479407,0.0013264327446067467,0.0013264327446067467
EleutherAI/pythia-6.9b,step44000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.63134765625,902.3033231029694,0.0015491829082006482,0.0015491829082006482
EleutherAI/pythia-6.9b,step55000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.696207682291667,322.8360715561774,0.003711371664732909,0.003711371664732909
EleutherAI/pythia-6.9b,step66000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.716878255208333,327.7634158276683,0.0035869102698298603,0.0035869102698298603
EleutherAI/pythia-6.9b,step77000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.998860677083333,432.6009914320378,0.0026906905664683626,0.0026906905664683626
EleutherAI/pythia-6.9b,step88000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.252604166666667,213.83802009579048,0.005734132597917658,0.005734132597917658
EleutherAI/pythia-6.9b,step99000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.265380859375,200.72736595124545,0.005362841622228939,0.005362841622228939
EleutherAI/pythia-6.9b,step110000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.37451171875,226.9533176553872,0.004863740312842489,0.004863740312842489
EleutherAI/pythia-6.9b,step121000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.030436197916667,159.27351542472675,0.00679880471421104,0.00679880471421104
EleutherAI/pythia-6.9b,step132000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.376871744791667,226.86613959165462,0.004834082591201253,0.004834082591201253
EleutherAI/pythia-6.9b,step143000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.03173828125,161.3511533274933,0.0068507006174193,0.0068507006174193
