model,checkpoint,basic_arithmetic
EleutherAI/pythia-6.9b,step110000,5.341796875
EleutherAI/pythia-6.9b,step121000,4.9130859375
EleutherAI/pythia-6.9b,step132000,4.859765625
EleutherAI/pythia-6.9b,step143000,4.45234375
EleutherAI/pythia-6.9b,step44000,6.686328125
EleutherAI/pythia-6.9b,step55000,6.0640625
EleutherAI/pythia-6.9b,step66000,7.401171875
EleutherAI/pythia-6.9b,step77000,5.6263671875
EleutherAI/pythia-6.9b,step88000,5.956640625
EleutherAI/pythia-6.9b,step99000,5.230078125
