model,checkpoint,compositional_translate_sp_eng_lower
EleutherAI/pythia-6.9b,step110000,7.762739202949438
EleutherAI/pythia-6.9b,step121000,7.742999473314606
EleutherAI/pythia-6.9b,step132000,7.70383821980337
EleutherAI/pythia-6.9b,step143000,7.517709796348314
EleutherAI/pythia-6.9b,step77000,7.743756583567416
EleutherAI/pythia-6.9b,step88000,7.503225948033708
EleutherAI/pythia-6.9b,step99000,7.633701281601123
