model,checkpoint,compositional_lower_reverse_first
EleutherAI/pythia-6.9b,step110000,9.950120192307692
EleutherAI/pythia-6.9b,step121000,9.77764423076923
EleutherAI/pythia-6.9b,step132000,9.628756009615385
EleutherAI/pythia-6.9b,step143000,9.0859375
EleutherAI/pythia-6.9b,step55000,7.855168269230769
EleutherAI/pythia-6.9b,step66000,9.476111778846153
EleutherAI/pythia-6.9b,step77000,9.292818509615385
EleutherAI/pythia-6.9b,step88000,8.241436298076923
EleutherAI/pythia-6.9b,step99000,8.622445913461538
