model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V4,correct_V4,total_V4,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
EleutherAI/pythia-6.9b,step0,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,11.560546875,149348.17170160875,1.4569261358427409e-05,1.4569261358427409e-05
EleutherAI/pythia-6.9b,step11000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.661349826388889,976.5766412082653,0.0016603476769458296,0.0016603476769458296
EleutherAI/pythia-6.9b,step22000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.501519097222222,259.5839784258267,0.0043365810516528495,0.0043365810516528495
EleutherAI/pythia-6.9b,step33000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.217664930555555,575.0455288828132,0.0022956019643838124,0.0022956019643838124
EleutherAI/pythia-6.9b,step44000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.310546875,707.0011468645816,0.0023131297624911108,0.0023131297624911108
EleutherAI/pythia-6.9b,step55000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.380859375,242.3325740867115,0.005212157930606327,0.005212157930606327
EleutherAI/pythia-6.9b,step66000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.394965277777778,257.3013348399984,0.005337824199096956,0.005337824199096956
EleutherAI/pythia-6.9b,step77000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.783420138888889,358.6043811575395,0.003488570047262825,0.003488570047262825
EleutherAI/pythia-6.9b,step88000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,4.972222222222222,154.84782543773304,0.007487434019130734,0.007487434019130734
EleutherAI/pythia-6.9b,step99000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.066948784722222,168.7385834923531,0.006727940979695106,0.006727940979695106
EleutherAI/pythia-6.9b,step110000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.181315104166667,187.86713411037312,0.005929114361351919,0.005929114361351919
EleutherAI/pythia-6.9b,step121000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,4.888671875,141.48909942572632,0.0081289471848398,0.0081289471848398
EleutherAI/pythia-6.9b,step132000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.1142578125,179.52290251668546,0.006496905755743401,0.006496905755743401
EleutherAI/pythia-6.9b,step143000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,4.800021701388889,132.48225433928934,0.008950040700916512,0.008950040700916512
