model,checkpoint,textfrct_RL4
EleutherAI/pythia-6.9b,step0,11.483723958333334
EleutherAI/pythia-6.9b,step11000,9.741048177083334
EleutherAI/pythia-6.9b,step110000,10.225748697916666
EleutherAI/pythia-6.9b,step121000,9.970703125
EleutherAI/pythia-6.9b,step132000,10.459798177083334
EleutherAI/pythia-6.9b,step143000,10.273111979166666
EleutherAI/pythia-6.9b,step22000,9.149576822916666
EleutherAI/pythia-6.9b,step33000,9.388509114583334
EleutherAI/pythia-6.9b,step44000,9.81201171875
EleutherAI/pythia-6.9b,step55000,9.98779296875
EleutherAI/pythia-6.9b,step66000,10.04248046875
EleutherAI/pythia-6.9b,step77000,10.217447916666666
EleutherAI/pythia-6.9b,step88000,9.435221354166666
EleutherAI/pythia-6.9b,step99000,10.380533854166666
