model,checkpoint,compositional_translate_eng_fr_last
EleutherAI/pythia-6.9b,step0,11.551436054913294
EleutherAI/pythia-6.9b,step11000,10.62147760115607
EleutherAI/pythia-6.9b,step110000,12.430093930635838
EleutherAI/pythia-6.9b,step121000,12.287798049132949
EleutherAI/pythia-6.9b,step132000,12.606168713872833
EleutherAI/pythia-6.9b,step143000,11.7887012283237
EleutherAI/pythia-6.9b,step22000,10.269689306358382
EleutherAI/pythia-6.9b,step33000,9.885318822254336
EleutherAI/pythia-6.9b,step44000,9.980875180635838
EleutherAI/pythia-6.9b,step55000,10.972633670520231
EleutherAI/pythia-6.9b,step66000,10.972611091040463
EleutherAI/pythia-6.9b,step77000,11.994129335260116
EleutherAI/pythia-6.9b,step88000,11.202673410404625
EleutherAI/pythia-6.9b,step99000,11.617119761560694
