model,checkpoint,textfrct_I2
EleutherAI/pythia-6.9b,step110000,9.468052455357142
EleutherAI/pythia-6.9b,step121000,9.451171875
EleutherAI/pythia-6.9b,step132000,9.649274553571429
EleutherAI/pythia-6.9b,step143000,9.692243303571429
EleutherAI/pythia-6.9b,step55000,9.854771205357142
EleutherAI/pythia-6.9b,step66000,10.127232142857142
EleutherAI/pythia-6.9b,step77000,9.759905133928571
EleutherAI/pythia-6.9b,step88000,8.7578125
EleutherAI/pythia-6.9b,step99000,9.2529296875
