model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
EleutherAI/pythia-6.9b,step0,copying,True,,False,0.0,0,20,11.7890625,165766.0708430807,5.695410861313821e-07,9.386296759737033e-06
EleutherAI/pythia-6.9b,step11000,copying,True,,False,1.0,20,20,3.3373046875,283.6620422323216,7.482812356451475e-05,0.07736845682169838
EleutherAI/pythia-6.9b,step22000,copying,True,,False,1.0,20,20,3.1126953125,389.2702974906694,0.00014857812730317306,0.10245190113803429
EleutherAI/pythia-6.9b,step33000,copying,True,,False,1.0,20,20,2.98974609375,331.4915472671566,0.0001995938795464344,0.11265744085793908
EleutherAI/pythia-6.9b,step44000,copying,True,,False,1.0,20,20,3.1388671875,188.35454150728967,9.922042833124026e-05,0.09129777866119751
EleutherAI/pythia-6.9b,step55000,copying,True,,False,1.0,20,20,3.040087890625,148.32447072179968,0.00014092914873904116,0.0943188560636343
EleutherAI/pythia-6.9b,step66000,copying,True,,False,1.0,20,20,3.234326171875,326.2154265355164,7.502136387889049e-05,0.08605148792471409
EleutherAI/pythia-6.9b,step77000,copying,True,,False,1.0,20,20,3.124462890625,86.91164380274726,0.00012193161279214627,0.0869023817429757
EleutherAI/pythia-6.9b,step88000,copying,True,,False,1.0,20,20,2.8916015625,132.6161694457427,0.0001975669240623667,0.10831006649009023
EleutherAI/pythia-6.9b,step99000,copying,True,,False,1.0,20,20,2.920458984375,81.83152499664746,0.00018304052722089995,0.1022331305993373
EleutherAI/pythia-6.9b,step110000,copying,True,,False,1.0,20,20,3.115771484375,157.06398522912383,0.00010399469948885325,0.09131398282968205
EleutherAI/pythia-6.9b,step121000,copying,True,,False,1.0,20,20,3.065625,133.882302438301,0.00011406451018779336,0.0936758350841389
EleutherAI/pythia-6.9b,step132000,copying,True,,False,1.0,20,20,3.112255859375,145.23886565424314,0.00011041805732621535,0.09151207931055326
EleutherAI/pythia-6.9b,step143000,copying,True,,False,1.0,20,20,3.00029296875,122.4586220838817,0.0001451197864014545,0.09726585675496707
