model,checkpoint,math
EleutherAI/pythia-6.9b,step110000,8.097802734375
EleutherAI/pythia-6.9b,step121000,7.71083984375
EleutherAI/pythia-6.9b,step132000,7.537109375
EleutherAI/pythia-6.9b,step143000,7.116845703125
EleutherAI/pythia-6.9b,step44000,9.0328125
EleutherAI/pythia-6.9b,step55000,8.886328125
EleutherAI/pythia-6.9b,step66000,8.81435546875
EleutherAI/pythia-6.9b,step77000,7.95615234375
EleutherAI/pythia-6.9b,step88000,7.709130859375
EleutherAI/pythia-6.9b,step99000,7.886376953125
