model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RG2,correct_RG2,total_RG2,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
EleutherAI/pythia-6.9b,step0,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,10.602604166666667,66653.48982724984,5.665550500012261e-05,5.665550500012261e-05
EleutherAI/pythia-6.9b,step11000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.441666666666666,169643.75855339502,2.575101592445494e-05,2.575101592445494e-05
EleutherAI/pythia-6.9b,step22000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,10.794010416666667,68919.84970983285,4.3441985979790556e-05,4.3441985979790556e-05
EleutherAI/pythia-6.9b,step33000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.246614583333333,160237.07243304097,3.963948950993918e-05,3.963948950993918e-05
EleutherAI/pythia-6.9b,step44000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.708333333333334,231513.44327613615,2.0111717160722983e-05,2.0111717160722983e-05
EleutherAI/pythia-6.9b,step55000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.41484375,161683.23470109896,2.736770003770466e-05,2.736770003770466e-05
EleutherAI/pythia-6.9b,step66000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,10.83828125,93154.59985312243,4.008299231088235e-05,4.008299231088235e-05
EleutherAI/pythia-6.9b,step77000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.241145833333333,133575.92075912832,3.45794466857222e-05,3.45794466857222e-05
EleutherAI/pythia-6.9b,step88000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,10.98359375,97461.78155043117,3.6976172448757314e-05,3.6976172448757314e-05
EleutherAI/pythia-6.9b,step99000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.026302083333333,103877.35724231384,3.926166372718511e-05,3.926166372718511e-05
EleutherAI/pythia-6.9b,step110000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.71953125,259327.00611009492,2.1381941501832332e-05,2.1381941501832332e-05
EleutherAI/pythia-6.9b,step121000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.76953125,289688.86495804624,1.9270278047356867e-05,1.9270278047356867e-05
EleutherAI/pythia-6.9b,step132000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,12.065104166666666,358391.34471605916,1.3932276790472435e-05,1.3932276790472435e-05
EleutherAI/pythia-6.9b,step143000,textfrct_RG2,True,,False,0.0,0,30,0.0,0,30,11.454427083333334,208123.51063942842,2.6368441843390616e-05,2.6368441843390616e-05
