model,checkpoint,textfrct_CV2
LLM360/Amber,ckpt_000,8.8662109375
LLM360/Amber,ckpt_032,4.41455078125
LLM360/Amber,ckpt_065,3.952978515625
LLM360/Amber,ckpt_097,4.445361328125
LLM360/Amber,ckpt_130,4.206005859375
LLM360/Amber,ckpt_163,4.58203125
LLM360/Amber,ckpt_195,4.506201171875
LLM360/Amber,ckpt_228,4.357666015625
LLM360/Amber,ckpt_261,4.494384765625
LLM360/Amber,ckpt_293,4.256787109375
LLM360/Amber,ckpt_326,4.228271484375
LLM360/Amber,ckpt_358,4.130078125
LLM360/Amber,main,4.1064453125
