model,checkpoint,simple_icl_country_to_currency
LLM360/Amber,ckpt_130,3.632802635732323
LLM360/Amber,ckpt_163,3.635574494949495
LLM360/Amber,ckpt_195,3.4182548137626263
LLM360/Amber,ckpt_228,3.4355271464646466
LLM360/Amber,ckpt_261,3.3956656407828283
LLM360/Amber,ckpt_293,3.3645488083964645
LLM360/Amber,ckpt_326,3.3000167692550506
LLM360/Amber,ckpt_358,3.5086189038825757
LLM360/Amber,main,3.482281309185606
