model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV1,correct_CV1,total_CV1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.897890625,478619.142509412,1.6972787895857452e-06,0.00015574154893929705
LLM360/Amber,ckpt_032,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.495078125,64643.75784864679,2.2797169316068045e-05,0.00165746217099486
LLM360/Amber,ckpt_065,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.28515625,48963.34069290824,2.773996640294159e-05,0.0018571538005342956
LLM360/Amber,ckpt_097,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.466875,101367.92438407597,1.8448099932818124e-05,0.0015701086920820312
LLM360/Amber,ckpt_130,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.10890625,30728.161994611073,2.717001889459118e-05,0.002105762521943488
LLM360/Amber,ckpt_163,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.682421875,99332.93307425173,1.3145698966278323e-05,0.0012757159148366261
LLM360/Amber,ckpt_195,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.8221875,87722.25052905749,9.659793801645857e-06,0.0013222245692515702
LLM360/Amber,ckpt_228,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,7.88375,30031.411956000713,6.0165371364128296e-05,0.002395183413823328
LLM360/Amber,ckpt_261,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,7.916640625,61271.43495086585,7.33457358220161e-05,0.0022569626046747442
LLM360/Amber,ckpt_293,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.361796875,40903.90542095824,2.4097765306695783e-05,0.0015703176930272462
LLM360/Amber,ckpt_326,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.28,36555.470743740065,2.4718295445782798e-05,0.0014517190339187966
LLM360/Amber,ckpt_358,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.004765625,29719.358497053017,4.284943840359027e-05,0.0017955181219015467
LLM360/Amber,main,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.06078125,31552.94866479832,4.050516889000915e-05,0.0019194583594518738
