model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_I1,correct_I1,total_I1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_I1,True,,False,0.16666666666666666,5,30,0.16666666666666666,5,30,7.90234375,3150.7066719720556,0.0004255274324091488,0.0004255274324091488
LLM360/Amber,ckpt_032,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,11.638541666666667,125199.1339163005,9.583778149051513e-06,9.583778149051513e-06
LLM360/Amber,ckpt_065,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,8.599609375,6135.464716309122,0.00022023682197870131,0.00022023682197870131
LLM360/Amber,ckpt_097,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,8.789583333333333,7319.725538843032,0.0001705752849056891,0.0001705752849056891
LLM360/Amber,ckpt_130,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,10.75,52315.08764000105,2.4017510608653602e-05,2.4017510608653602e-05
LLM360/Amber,ckpt_163,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,10.079166666666667,28165.484464152705,4.9541596757607345e-05,4.9541596757607345e-05
LLM360/Amber,ckpt_195,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,10.495833333333334,39968.2834063119,3.0412284514354133e-05,3.0412284514354133e-05
LLM360/Amber,ckpt_228,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,10.0265625,25286.953074666773,4.880951377622378e-05,4.880951377622378e-05
LLM360/Amber,ckpt_261,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,10.341666666666667,36287.197893880984,3.710757088317615e-05,3.710757088317615e-05
LLM360/Amber,ckpt_293,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,9.769791666666666,19097.00035175257,6.213363356372523e-05,6.213363356372523e-05
LLM360/Amber,ckpt_326,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,10.992708333333333,64882.47136668837,1.8461764769771364e-05,1.8461764769771364e-05
LLM360/Amber,ckpt_358,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,9.585416666666667,15892.423032473362,7.481434585991244e-05,7.481434585991244e-05
LLM360/Amber,main,textfrct_I1,True,,False,0.0,0,30,0.0,0,30,8.588932291666667,5991.192710778166,0.00020677339619731835,0.00020677339619731835
