model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V1,correct_V1,total_V1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.761610243055555,1061.08805763597,0.0014237455333398822,0.0014237455333398822
LLM360/Amber,ckpt_032,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,7.186740451388889,1387.6170860834645,0.0007976970435425268,0.0007976970435425268
LLM360/Amber,ckpt_065,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,4.701714409722222,113.14570686851515,0.009339686943105906,0.009339686943105906
LLM360/Amber,ckpt_097,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.753255208333333,325.2754792911731,0.003272569597565892,0.003272569597565892
LLM360/Amber,ckpt_130,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.72265625,940.87283669003,0.0013515589097814467,0.0013515589097814467
LLM360/Amber,ckpt_163,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.825954861111111,361.81596740152906,0.0031300099860042444,0.0031300099860042444
LLM360/Amber,ckpt_195,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.478190104166667,256.5208650953952,0.004472670237655164,0.004472670237655164
LLM360/Amber,ckpt_228,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.439561631944445,253.62070397128906,0.004753781608145324,0.004753781608145324
LLM360/Amber,ckpt_261,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.466688368055555,246.28781348913793,0.004381462958078112,0.004381462958078112
LLM360/Amber,ckpt_293,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.810546875,347.31906996996327,0.0031156026370882345,0.0031156026370882345
LLM360/Amber,ckpt_326,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.813368055555555,359.1864148792931,0.0031670352280634886,0.0031670352280634886
LLM360/Amber,ckpt_358,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.392252604166667,233.6418695324382,0.004830747785397288,0.004830747785397288
LLM360/Amber,main,textfrct_V1,True,,False,0.027777777777777776,1,36,0.027777777777777776,1,36,6.011610243055555,426.6672925571668,0.0025458055702245767,0.0025458055702245767
