model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,copying,True,,False,0.0,0,20,7.672265625,39428.38922147532,1.2202941042253671e-07,0.0016638400952121448
LLM360/Amber,ckpt_032,copying,True,,False,1.0,20,20,3.122216796875,1426.4828575784607,4.637972683328602e-05,0.10469369580642296
LLM360/Amber,ckpt_065,copying,True,,False,1.0,20,20,2.78447265625,185.29780415509168,0.00011479591741197289,0.12074744353936814
LLM360/Amber,ckpt_097,copying,True,,False,1.0,20,20,2.742919921875,167.46229189474582,0.00014440759586987627,0.12512662882374864
LLM360/Amber,ckpt_130,copying,True,,False,1.0,20,20,2.3954345703125,58.54565958047167,0.0004141669295815734,0.1555969713177382
LLM360/Amber,ckpt_163,copying,True,,False,1.0,20,20,2.731201171875,84.00334167250608,0.00017226514827282528,0.12363560823936533
LLM360/Amber,ckpt_195,copying,True,,False,1.0,20,20,2.690625,198.14567674633503,0.00018012598960702358,0.13244766758804444
LLM360/Amber,ckpt_228,copying,True,,False,1.0,20,20,2.586572265625,139.5130369827259,0.00023036691330782514,0.14041584682717131
LLM360/Amber,ckpt_261,copying,True,,False,1.0,20,20,2.599951171875,136.75217634752374,0.0002138604890290044,0.1369096959358812
LLM360/Amber,ckpt_293,copying,True,,False,1.0,20,20,2.5869140625,158.7331740504035,0.0002677553200626121,0.14210649916766777
LLM360/Amber,ckpt_326,copying,True,,False,1.0,20,20,2.836328125,352.5945917706962,0.00012336048312032045,0.12031488520736558
LLM360/Amber,ckpt_358,copying,True,,False,1.0,20,20,2.801904296875,346.0056526055278,0.00013305796361633742,0.12560375485498293
LLM360/Amber,main,copying,True,,False,1.0,20,20,2.76220703125,354.3575287314007,0.00014014113073636616,0.12403558826926868
