model,checkpoint,multistep_arithmetic
LLM360/Amber,ckpt_000,7.1771484375
LLM360/Amber,ckpt_032,7.23271484375
LLM360/Amber,ckpt_065,7.87470703125
LLM360/Amber,ckpt_097,7.4705078125
LLM360/Amber,ckpt_130,7.79873046875
LLM360/Amber,ckpt_163,8.07783203125
LLM360/Amber,ckpt_195,7.6294921875
LLM360/Amber,ckpt_228,7.30791015625
LLM360/Amber,ckpt_261,7.38662109375
LLM360/Amber,ckpt_293,7.7466796875
LLM360/Amber,ckpt_326,7.293994140625
LLM360/Amber,ckpt_358,6.86279296875
LLM360/Amber,main,7.3248046875
