model,checkpoint,task,success,error,cached,predictions_file,num_predictions,accuracy,correct,total
LLM360/Amber,ckpt_000,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_000/LLM360_Amber_ckpt_000_simple_icl_country_to_capital_detailed.jsonl,184,0.0,0,184
LLM360/Amber,ckpt_032,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_032/LLM360_Amber_ckpt_032_simple_icl_country_to_capital_detailed.jsonl,184,0.7717391304347826,142,184
LLM360/Amber,ckpt_065,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_065/LLM360_Amber_ckpt_065_simple_icl_country_to_capital_detailed.jsonl,184,0.8043478260869565,148,184
LLM360/Amber,ckpt_097,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_097/LLM360_Amber_ckpt_097_simple_icl_country_to_capital_detailed.jsonl,184,0.7934782608695652,146,184
LLM360/Amber,ckpt_130,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_130/LLM360_Amber_ckpt_130_simple_icl_country_to_capital_detailed.jsonl,184,0.7880434782608695,145,184
LLM360/Amber,ckpt_163,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_163/LLM360_Amber_ckpt_163_simple_icl_country_to_capital_detailed.jsonl,184,0.8206521739130435,151,184
LLM360/Amber,ckpt_195,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_195/LLM360_Amber_ckpt_195_simple_icl_country_to_capital_detailed.jsonl,184,0.782608695652174,144,184
LLM360/Amber,ckpt_228,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_228/LLM360_Amber_ckpt_228_simple_icl_country_to_capital_detailed.jsonl,184,0.7989130434782609,147,184
LLM360/Amber,ckpt_261,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_261/LLM360_Amber_ckpt_261_simple_icl_country_to_capital_detailed.jsonl,184,0.7934782608695652,146,184
LLM360/Amber,ckpt_293,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_293/LLM360_Amber_ckpt_293_simple_icl_country_to_capital_detailed.jsonl,184,0.8152173913043478,150,184
LLM360/Amber,ckpt_326,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_326/LLM360_Amber_ckpt_326_simple_icl_country_to_capital_detailed.jsonl,184,0.8152173913043478,150,184
LLM360/Amber,ckpt_358,simple_icl_country_to_capital,True,,True,results/amber/Amber_ckpt_358/LLM360_Amber_ckpt_358_simple_icl_country_to_capital_detailed.jsonl,184,0.7989130434782609,147,184
LLM360/Amber,main,simple_icl_country_to_capital,True,,True,results/amber/Amber_main/LLM360_Amber_main_simple_icl_country_to_capital_detailed.jsonl,184,0.8043478260869565,148,184
