model,checkpoint,textfrct_CV1
LLM360/Amber,ckpt_000,10.897890625
LLM360/Amber,ckpt_032,8.495078125
LLM360/Amber,ckpt_065,8.28515625
LLM360/Amber,ckpt_097,8.466875
LLM360/Amber,ckpt_130,8.10890625
LLM360/Amber,ckpt_163,8.682421875
LLM360/Amber,ckpt_195,8.8221875
LLM360/Amber,ckpt_228,7.88375
LLM360/Amber,ckpt_261,7.916640625
LLM360/Amber,ckpt_293,8.361796875
LLM360/Amber,ckpt_326,8.28
LLM360/Amber,ckpt_358,8.004765625
LLM360/Amber,main,8.06078125
