model,checkpoint,simple_icl_uppercase
LLM360/Amber,ckpt_261,8.33819110576923
LLM360/Amber,ckpt_293,7.7411358173076925
LLM360/Amber,ckpt_326,7.793118990384615
LLM360/Amber,ckpt_358,7.651592548076923
LLM360/Amber,main,7.115534855769231
