model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V3,correct_V3,total_V3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,7.13134765625,2559.5878756969214,0.0013774413152875785,0.0013774413152875785
LLM360/Amber,ckpt_032,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,7.414469401041667,1758.8609190141271,0.0006416838752523597,0.0006416838752523597
LLM360/Amber,ckpt_065,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,4.796061197916667,126.48013392283026,0.008605649544679165,0.008605649544679165
LLM360/Amber,ckpt_097,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.109293619791667,465.70293782198695,0.0022966185404347064,0.0022966185404347064
LLM360/Amber,ckpt_130,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.888834635416667,1034.0046131021606,0.0010761395272234902,0.0010761395272234902
LLM360/Amber,ckpt_163,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.034098307291667,432.8754281698818,0.0024780755219077776,0.0024780755219077776
LLM360/Amber,ckpt_195,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.771402994791667,338.3045078652719,0.0032921705492191555,0.0032921705492191555
LLM360/Amber,ckpt_228,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.606689453125,284.8424433250372,0.003818101465210774,0.003818101465210774
LLM360/Amber,ckpt_261,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.586018880208333,275.3062931741639,0.003871423425039961,0.003871423425039961
LLM360/Amber,ckpt_293,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.068359375,442.81635000535584,0.0023734745787802555,0.0023734745787802555
LLM360/Amber,ckpt_326,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.045735677083333,444.485398467709,0.0024802268363890707,0.0024802268363890707
LLM360/Amber,ckpt_358,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.662434895833333,309.69609648853947,0.0037506142004261017,0.0037506142004261017
LLM360/Amber,main,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.3212890625,580.9418566866053,0.0018755523607061706,0.0018755523607061706
