model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V4,correct_V4,total_V4,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,7.340711805555555,2989.3935943102324,0.0009573760328682669,0.0009573760328682669
LLM360/Amber,ckpt_032,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,7.370442708333333,1742.294573621667,0.0006893300520455776,0.0006893300520455776
LLM360/Amber,ckpt_065,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,4.814561631944445,130.750377758637,0.008528311434460385,0.008528311434460385
LLM360/Amber,ckpt_097,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.0341796875,433.51103856392666,0.0024761287807904147,0.0024761287807904147
LLM360/Amber,ckpt_130,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.836480034722222,1003.688220868966,0.0011550614157401632,0.0011550614157401632
LLM360/Amber,ckpt_163,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.003472222222222,422.027325802663,0.0025701255259707565,0.0025701255259707565
LLM360/Amber,ckpt_195,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.740885416666667,326.71055940505187,0.0033667868249505684,0.0033667868249505684
LLM360/Amber,ckpt_228,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.610134548611111,283.2607699629126,0.00379687864583393,0.00379687864583393
LLM360/Amber,ckpt_261,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.583441840277778,270.00514363948537,0.0038156026457519055,0.0038156026457519055
LLM360/Amber,ckpt_293,textfrct_V4,True,,False,0.027777777777777776,1,36,0.027777777777777776,1,36,6.040473090277778,431.68031896890795,0.0024468275735562805,0.0024468275735562805
LLM360/Amber,ckpt_326,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.980360243055555,408.447976047976,0.002605109939590742,0.002605109939590742
LLM360/Amber,ckpt_358,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,5.641710069444445,303.1834867608855,0.00380528736528411,0.00380528736528411
LLM360/Amber,main,textfrct_V4,True,,False,0.0,0,36,0.0,0,36,6.2568359375,550.8969569396273,0.0020185391908180933,0.0020185391908180933
