model,checkpoint,token_reversal
LLM360/Amber,ckpt_000,11.341796875
LLM360/Amber,ckpt_032,8.25693359375
LLM360/Amber,ckpt_065,6.73740234375
LLM360/Amber,ckpt_097,6.8994140625
LLM360/Amber,ckpt_130,6.1701171875
LLM360/Amber,ckpt_163,6.38779296875
LLM360/Amber,ckpt_195,6.1349609375
LLM360/Amber,ckpt_228,6.17509765625
LLM360/Amber,ckpt_261,5.7416015625
LLM360/Amber,ckpt_293,5.9810546875
LLM360/Amber,ckpt_326,5.12255859375
LLM360/Amber,ckpt_358,6.0076171875
LLM360/Amber,main,5.65791015625
