model,checkpoint,textfrct_RG2
LLM360/Amber,ckpt_000,8.453515625
LLM360/Amber,ckpt_032,9.8078125
LLM360/Amber,ckpt_065,9.959114583333333
LLM360/Amber,ckpt_097,9.895052083333333
LLM360/Amber,ckpt_130,8.878515625
LLM360/Amber,ckpt_163,9.3125
LLM360/Amber,ckpt_195,9.189453125
LLM360/Amber,ckpt_228,8.964322916666667
LLM360/Amber,ckpt_261,8.847786458333333
LLM360/Amber,ckpt_293,8.995963541666667
LLM360/Amber,ckpt_326,9.233333333333333
LLM360/Amber,ckpt_358,9.3109375
LLM360/Amber,main,9.41875
