model,checkpoint,simple_icl_country_to_capital
LLM360/Amber,ckpt_097,2.609738557235054
LLM360/Amber,ckpt_130,2.6759325110394023
LLM360/Amber,ckpt_163,2.5521054475203804
LLM360/Amber,ckpt_195,2.362360415251359
LLM360/Amber,ckpt_228,2.411191193953804
LLM360/Amber,ckpt_261,2.48345947265625
LLM360/Amber,ckpt_293,2.4226445737092392
LLM360/Amber,ckpt_326,2.3887541397758154
LLM360/Amber,ckpt_358,2.388852326766304
LLM360/Amber,main,2.372494904891304
