model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RG3,correct_RG3,total_RG3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.358333333333333,4993.174281437815,0.0002731042823083721,0.0002731042823083721
LLM360/Amber,ckpt_032,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,9.231510416666667,14380.484313166615,0.00015377676795202714,0.00015377676795202714
LLM360/Amber,ckpt_065,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,9.507552083333334,17482.142343053005,0.00010170849200912304,0.00010170849200912304
LLM360/Amber,ckpt_097,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,9.5359375,19561.57365915341,0.00011520630053034386,0.00011520630053034386
LLM360/Amber,ckpt_130,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.33515625,6980.0166726802745,0.00043373616102515534,0.00043373616102515534
LLM360/Amber,ckpt_163,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.769401041666667,8634.273021269693,0.00020960960931277968,0.00020960960931277968
LLM360/Amber,ckpt_195,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.684895833333334,8653.460375002294,0.0002621417720981646,0.0002621417720981646
LLM360/Amber,ckpt_228,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.470052083333334,6402.005986168509,0.0002989341644876674,0.0002989341644876674
LLM360/Amber,ckpt_261,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.369401041666666,6129.339966638345,0.00035987593236078873,0.00035987593236078873
LLM360/Amber,ckpt_293,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.562239583333334,7611.449740065669,0.00029344076771809294,0.00029344076771809294
LLM360/Amber,ckpt_326,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,8.944140625,10755.8772176944,0.00017716367636208286,0.00017716367636208286
LLM360/Amber,ckpt_358,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,9.115755208333333,12135.722814718853,0.00015487104812781727,0.00015487104812781727
LLM360/Amber,main,textfrct_RG3,True,,False,0.0,0,30,0.0,0,30,9.26484375,13452.171825015457,0.00012445289756420056,0.00012445289756420056
