model,checkpoint,textfrct_RL3
LLM360/Amber,ckpt_000,6.3818359375
LLM360/Amber,ckpt_032,9.35234375
LLM360/Amber,ckpt_065,8.6849609375
LLM360/Amber,ckpt_097,9.6923828125
LLM360/Amber,ckpt_130,9.6052734375
LLM360/Amber,ckpt_163,9.325390625
LLM360/Amber,ckpt_195,9.38125
LLM360/Amber,ckpt_228,9.4203125
LLM360/Amber,ckpt_261,9.4345703125
LLM360/Amber,ckpt_293,9.366796875
LLM360/Amber,ckpt_326,9.7828125
LLM360/Amber,ckpt_358,9.884375
LLM360/Amber,main,9.5943359375
