model,checkpoint,coreference
LLM360/Amber,ckpt_000,9.33876953125
LLM360/Amber,ckpt_032,4.852685546875
LLM360/Amber,ckpt_065,4.114501953125
LLM360/Amber,ckpt_097,4.332763671875
LLM360/Amber,ckpt_130,4.132275390625
LLM360/Amber,ckpt_163,4.179736328125
LLM360/Amber,ckpt_195,4.231884765625
LLM360/Amber,ckpt_228,4.224609375
LLM360/Amber,ckpt_261,4.221826171875
LLM360/Amber,ckpt_293,4.2103515625
LLM360/Amber,ckpt_326,4.26318359375
LLM360/Amber,ckpt_358,4.229248046875
LLM360/Amber,main,4.32802734375
