model,checkpoint,textfrct_MA3
LLM360/Amber,ckpt_130,6.943424479166667
LLM360/Amber,ckpt_163,7.287825520833334
LLM360/Amber,ckpt_195,7.47890625
LLM360/Amber,ckpt_228,7.823307291666667
LLM360/Amber,ckpt_261,7.177083333333333
LLM360/Amber,ckpt_293,7.009309895833334
LLM360/Amber,ckpt_326,7.873828125
LLM360/Amber,ckpt_358,7.384505208333334
LLM360/Amber,main,7.137760416666667
