model,checkpoint,compositional_translate_fr_eng_first
LLM360/Amber,ckpt_293,10.131784539473685
LLM360/Amber,ckpt_326,9.866753472222221
LLM360/Amber,ckpt_358,10.265921966374268
LLM360/Amber,main,9.787623355263158
