model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V5,correct_V5,total_V5,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,6.6025390625,927.7660566313067,0.0015908002103535326,0.0015908002103535326
LLM360/Amber,ckpt_032,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,7.095052083333333,1240.1977435664503,0.0008527432715386697,0.0008527432715386697
LLM360/Amber,ckpt_065,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,4.631673177083333,107.08169886730917,0.010155475914524729,0.010155475914524729
LLM360/Amber,ckpt_097,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.802951388888889,346.3749612482538,0.003151077139559744,0.003151077139559744
LLM360/Amber,ckpt_130,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,6.688693576388889,872.9755772129919,0.001342600961645798,0.001342600961645798
LLM360/Amber,ckpt_163,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.731119791666667,322.6547262250736,0.0033792580018844358,0.0033792580018844358
LLM360/Amber,ckpt_195,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.457573784722222,247.82094025632372,0.004478137015564614,0.004478137015564614
LLM360/Amber,ckpt_228,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.403211805555555,231.26274548062597,0.004667681868469751,0.004667681868469751
LLM360/Amber,ckpt_261,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.439453125,235.76976992105736,0.00443681539588848,0.00443681539588848
LLM360/Amber,ckpt_293,textfrct_V5,True,,False,0.027777777777777776,1,36,0.027777777777777776,1,36,5.711480034722222,313.8801083707362,0.0034301597012128867,0.0034301597012128867
LLM360/Amber,ckpt_326,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.703667534722222,313.8432226035495,0.0034913562669800996,0.0034913562669800996
LLM360/Amber,ckpt_358,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.305230034722222,210.61434358842982,0.005214178051804855,0.005214178051804855
LLM360/Amber,main,textfrct_V5,True,,False,0.0,0,36,0.0,0,36,5.936957465277778,393.9899947860803,0.00275080404807318,0.00275080404807318
