model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RL4,correct_RL4,total_RL4,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,7.061197916666667,1345.6864098239528,0.0010108996874050756,0.0010108996874050756
LLM360/Amber,ckpt_032,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.812825520833334,24694.120874015887,8.010279771019429e-05,8.010279771019429e-05
LLM360/Amber,ckpt_065,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.254557291666666,13508.638110761778,0.00012644950746011952,0.00012644950746011952
LLM360/Amber,ckpt_097,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.918619791666666,28416.667670699066,7.152584662732375e-05,7.152584662732375e-05
LLM360/Amber,ckpt_130,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.52978515625,19599.9444899035,0.00010599403652609969,0.00010599403652609969
LLM360/Amber,ckpt_163,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.28662109375,16749.815375340808,0.0001416821699260964,0.0001416821699260964
LLM360/Amber,ckpt_195,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.433268229166666,19670.65054375326,0.00011839018117692703,0.00011839018117692703
LLM360/Amber,ckpt_228,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.015462239583334,11209.220978814628,0.00016471478256870322,0.00016471478256870322
LLM360/Amber,ckpt_261,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,8.695638020833334,8078.072896280359,0.00023470997778310223,0.00023470997778310223
LLM360/Amber,ckpt_293,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.109700520833334,12023.889264760013,0.00015254604628635253,0.00015254604628635253
LLM360/Amber,ckpt_326,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.527994791666666,20895.337678420798,0.00010737771013976309,0.00010737771013976309
LLM360/Amber,ckpt_358,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,9.201171875,13506.839941803999,0.0001426056275983063,0.0001426056275983063
LLM360/Amber,main,textfrct_RL4,True,,False,0.0,0,24,0.0,0,24,8.947428385416666,10246.26961326594,0.0001742897203557002,0.0001742897203557002
