model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_032,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_065,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_097,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_130,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_163,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_195,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_228,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_261,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_293,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_326,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,ckpt_358,textfrct_XU1,True,,False,0.0,0,0,,,,
LLM360/Amber,main,textfrct_XU1,True,,False,0.0,0,0,,,,
