model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RL1,correct_RL1,total_RL1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
LLM360/Amber,ckpt_000,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,8.717838541666667,7000.158185546499,0.00018791773208105293,0.00018791773208105293
LLM360/Amber,ckpt_032,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,10.20078125,40249.76001602704,6.122245676487692e-05,6.122245676487692e-05
LLM360/Amber,ckpt_065,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,10.654427083333333,69234.27476545384,4.78072406368144e-05,4.78072406368144e-05
LLM360/Amber,ckpt_097,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,10.559244791666666,51128.81538240741,5.002324261552783e-05,5.002324261552783e-05
LLM360/Amber,ckpt_130,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,10.513541666666667,48234.957465061874,4.435998875828424e-05,4.435998875828424e-05
LLM360/Amber,ckpt_163,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.665885416666667,177069.63621816097,1.5160436956317307e-05,1.5160436956317307e-05
LLM360/Amber,ckpt_195,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.700260416666667,141901.79119746326,1.0634979802336265e-05,1.0634979802336265e-05
LLM360/Amber,ckpt_228,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.33828125,100047.27581202118,1.5490466905759907e-05,1.5490466905759907e-05
LLM360/Amber,ckpt_261,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.060416666666667,73997.46634682316,1.9531715870834555e-05,1.9531715870834555e-05
LLM360/Amber,ckpt_293,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,10.969270833333333,71924.76905545944,2.317179638638126e-05,2.317179638638126e-05
LLM360/Amber,ckpt_326,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.410677083333333,115539.88759498738,1.543698437144063e-05,1.543698437144063e-05
LLM360/Amber,ckpt_358,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.64765625,139783.4773200241,1.2135408252302942e-05,1.2135408252302942e-05
LLM360/Amber,main,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.437239583333334,115590.89811755731,1.51298768531149e-05,1.51298768531149e-05
