model,checkpoint,compositional_plural_lower
allenai/OLMo-2-1124-7B,main,4.757560870398773
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,5.516667465490798
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,5.240270322085889
