model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV3,correct_CV3,total_CV3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,12.584852430555555,615691.599917931,6.922720867929087e-07,6.649073608379924e-06
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.936414930555555,7940055.7418822395,0.00023519673684976785,0.0007936244608175477
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.759928385416666,6032974.587581007,0.0008147090757798796,0.001982730263100844
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.681966145833334,3675840.467800922,0.0001985870006553156,0.0007918224650351135
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.667046440972221,3311911.262397259,0.0012948120638495988,0.0019282596184326342
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.677191840277779,3265743.410399404,0.0004953129647807411,0.0009635366855043177
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.20334201388889,1715127.423190509,0.00039335705140169914,0.0010278035010479068
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.987738715277779,1901114.257713755,0.0004580764174918481,0.0025586970350282294
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.058024088541666,2750770.893103736,0.005104051063085976,0.00675882498736032
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.173936631944445,4216683.740178113,0.0016754436677667024,0.003552810885122107
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.326605902777779,4297703.541978387,0.00039118545175441844,0.0014323909462170504
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.558539496527779,1347113.062831553,0.0008802615049762981,0.004004138951770889
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.636121961805555,1639999.6255144337,0.0015577575639083591,0.003580297771048944
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.248155381944445,1666203.8209248383,0.0037232667560511967,0.009789520652802246
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.03659396701389,1425298.8213908358,0.0102645104611078,0.018330932644726752
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.678819444444445,2167624.2175382315,0.0017266504287776542,0.004773139485728802
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.58740234375,881797.5273176762,0.0007118745220955177,0.0031566976320197486
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.363606770833334,995254.7517605155,0.0019034474887416504,0.007062252097028979
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,8.844156901041666,496867.2748106041,0.0027388766085454574,0.008119296661049586
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,8.7291259765625,900448.179206908,0.007186854932930739,0.01566917046804768
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.08376736111111,870564.2765156067,0.0010333010738325925,0.006104773943207076
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,8.84353298611111,529957.5956810515,0.006728184349289155,0.014873726341239303
allenai/OLMo-2-1124-7B,main,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,8.417304144965279,320386.2898913483,0.02499017054371501,0.031297926995615455
