model,checkpoint,compositional_translate_eng_fr_upper_reverse
allenai/OLMo-2-1124-7B,main,8.188351653343023
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,8.616528888081396
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,8.69324582122093
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,8.162018531976743
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,8.62747547238372
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,8.361032885174419
