model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,token_reversal,True,,False,0.0,0,20,10.24921875,59449.50164092458,6.939445306276757e-06,5.8282591069031625e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,token_reversal,True,,False,0.15,3,20,8.4337890625,52463.91386673893,0.02245291828079015,0.02380184792871353
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,token_reversal,True,,False,0.2,4,20,6.783331298828125,12581.647788309334,0.0812695537357294,0.09337945681931735
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,token_reversal,True,,False,0.25,5,20,6.9248046875,21102.372418368068,0.0017378610763237197,0.009329349707628814
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,token_reversal,True,,False,0.1,2,20,6.664532470703125,7445.357162854545,0.03650768968178423,0.04581648180699728
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,token_reversal,True,,False,0.15,3,20,6.52138671875,13144.891677922427,0.0011507875822923523,0.00849201557113793
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,token_reversal,True,,False,0.2,4,20,6.34327392578125,6564.500206101538,0.05011406580512038,0.07820200809397274
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,token_reversal,True,,False,0.15,3,20,6.3064453125,4737.207816710803,0.0009318706920298641,0.006494118517051022
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,token_reversal,True,,False,0.05,1,20,6.1380859375,8175.826339066312,0.03263280259474716,0.041402897545693186
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,token_reversal,True,,False,0.2,4,20,6.1855712890625,9357.520783197728,0.035386975352614224,0.04978945680886187
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,token_reversal,True,,False,0.25,5,20,5.2808349609375,3864.4339059637023,0.07398851875771499,0.1208576511642403
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,token_reversal,True,,False,0.15,3,20,5.368896484375,1607.0262345752735,0.012481358414270137,0.022918681187081433
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,token_reversal,True,,False,0.05,1,20,5.6885986328125,5264.213850349994,0.0262428890929721,0.040644323743188736
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,token_reversal,True,,False,0.2,4,20,5.244189453125,1251.1719989132785,0.012216831971314405,0.025329316894669072
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,token_reversal,True,,False,0.15,3,20,4.697412109375,2291.866430241104,0.01646057955241609,0.03749750186624437
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,token_reversal,True,,False,0.1,2,20,4.9327880859375,1875.611476996651,0.044384258745307555,0.08736297345382497
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,token_reversal,True,,False,0.0,0,20,4.933380126953125,881.267610967825,0.0835304695905992,0.1060119970680139
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,token_reversal,True,,False,0.1,2,20,4.9590576171875,1026.5268136824684,0.05366891697382533,0.0802801684980469
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,token_reversal,True,,False,0.15,3,20,4.089959716796875,272.69062624323146,0.06045398446604391,0.11102071067107591
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,token_reversal,True,,False,0.15,3,20,4.971435546875,809.4541618993228,0.01692289952200769,0.04425016814851106
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,token_reversal,True,,False,0.15,3,20,4.575390625,1347.4434659415028,0.03727079667530831,0.07548578153246632
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,token_reversal,True,,False,0.1,2,20,4.44976806640625,449.33496340772035,0.10203115335791986,0.1487787563952721
allenai/OLMo-2-1124-7B,main,token_reversal,True,,False,0.15,3,20,4.15,1040.578164090365,0.07570825996930654,0.12458308600410042
