model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_present_to_gerund,correct_present_to_gerund,total_present_to_gerund,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,simple_icl_present_to_gerund,True,,False,0.0,0,179,0.0,0,179,10.93763093575419,167829.25716263516,8.930829078934089e-07,3.226060609658806e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,simple_icl_present_to_gerund,True,,False,0.8770949720670391,157,179,0.8770949720670391,157,179,3.681913407821229,150.0249940078077,0.0034658318126976804,0.04438494846009567
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,simple_icl_present_to_gerund,True,,False,0.9441340782122905,169,179,0.9441340782122905,169,179,4.254195399790503,252.8316897724692,0.0008078391724757695,0.027054043124252695
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,simple_icl_present_to_gerund,True,,False,0.9553072625698324,171,179,0.9553072625698324,171,179,4.7353733851256985,646.030431040585,0.00036093568332953006,0.019514220846459335
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,simple_icl_present_to_gerund,True,,False,0.9608938547486033,172,179,0.9608938547486033,172,179,4.598905595321229,544.9706261051202,0.00039477039312628247,0.02185845804468039
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,simple_icl_present_to_gerund,True,,False,0.9553072625698324,171,179,0.9553072625698324,171,179,4.939464036312849,838.5267807910886,0.00021304330485286127,0.016964330888446594
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,simple_icl_present_to_gerund,True,,False,0.9888268156424581,177,179,0.9888268156424581,177,179,4.582189464036313,625.7531019915155,0.00038722855534657145,0.023120494682712156
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,simple_icl_present_to_gerund,True,,False,0.9832402234636871,176,179,0.9832402234636871,176,179,4.3608043819832405,398.0256206979694,0.000516457727085796,0.02714085048679942
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,simple_icl_present_to_gerund,True,,False,0.9664804469273743,173,179,0.9664804469273743,173,179,4.65846499650838,807.0277041620851,0.00032735650993002074,0.023398061701662788
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,simple_icl_present_to_gerund,True,,False,0.9664804469273743,173,179,0.9664804469273743,173,179,4.334955481843576,503.0755718266058,0.000661198207763256,0.02869380890531887
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,simple_icl_present_to_gerund,True,,False,0.9720670391061452,174,179,0.9720670391061452,174,179,4.5686539804469275,837.006473961134,0.0004188668125083293,0.025653936798391057
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,simple_icl_present_to_gerund,True,,False,0.9720670391061452,174,179,0.9720670391061452,174,179,4.695618016759776,927.2354176042294,0.0003130277119728924,0.022594205588754402
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,simple_icl_present_to_gerund,True,,False,0.9385474860335196,168,179,0.9385474860335196,168,179,4.56471499650838,867.3413799318558,0.00039330898761444035,0.025214171083354258
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,simple_icl_present_to_gerund,True,,False,0.9608938547486033,172,179,0.9608938547486033,172,179,4.204505281075419,377.48356913717976,0.0007529493564503609,0.03303259194040244
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,simple_icl_present_to_gerund,True,,False,0.9608938547486033,172,179,0.9608938547486033,172,179,3.7816973638268156,209.6102578494636,0.0018597102769781358,0.045702852496699524
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,simple_icl_present_to_gerund,True,,False,0.9664804469273743,173,179,0.9664804469273743,173,179,4.5815784305167595,1098.8802957307785,0.0003606432834354781,0.025910965656754156
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,simple_icl_present_to_gerund,True,,False,0.9832402234636871,176,179,0.9832402234636871,176,179,4.7126396648044695,1338.5258254267155,0.00031680502430273514,0.023541012202568306
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,simple_icl_present_to_gerund,True,,False,0.9664804469273743,173,179,0.9664804469273743,173,179,4.179207402234637,379.75662173263487,0.000733351250776899,0.031820013463461964
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,simple_icl_present_to_gerund,True,,False,0.9608938547486033,172,179,0.9608938547486033,172,179,4.171285789106145,340.7881911236981,0.0007632461758452305,0.03213850374956143
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,simple_icl_present_to_gerund,True,,False,0.9832402234636871,176,179,0.9832402234636871,176,179,4.1028336679469275,383.87250014112806,0.0009025694252078266,0.03661635559508966
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,simple_icl_present_to_gerund,True,,False,0.9832402234636871,176,179,0.9832402234636871,176,179,4.32995810055866,469.3897543601227,0.0005427351427682028,0.027767797499419232
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,simple_icl_present_to_gerund,True,,False,0.9385474860335196,168,179,0.9385474860335196,168,179,4.369026056215084,509.53674883489543,0.0004828674234576907,0.028645064405164025
allenai/OLMo-2-1124-7B,main,simple_icl_present_to_gerund,True,,False,0.9888268156424581,177,179,0.9888268156424581,177,179,3.812385431215084,199.59379393618238,0.0014912785546223662,0.04341199103470773
