model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_gerund_upper_reverse,correct_gerund_upper_reverse,total_gerund_upper_reverse,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,11.624561095505618,158544.68781604368,4.0041603046211914e-17,1.2756100305038084e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,6.099510621488764,767.8320117305974,9.345205390156586e-08,0.00378629531649169
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.570246664325842,448.64388247804015,1.7770914333725917e-07,0.006207917341908406
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.733310656601123,584.0122400693929,5.673512493862756e-08,0.005150494900903782
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.636740695224719,485.14632305272767,8.551291345076982e-08,0.005543414740228862
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.666465502106742,426.3640360534577,3.898769551047076e-08,0.005204371323975222
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,compositional_gerund_upper_reverse,True,,False,0.011235955056179775,2,178,0.011235955056179775,2,178,5.248266327247191,363.6817639410022,2.116098904712721e-06,0.008916744962764801
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.279724806882022,318.9732897123773,6.615183243000522e-07,0.007983951966695097
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.575008778089888,442.7017917031643,2.7563086505113676e-07,0.006289634110255882
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.345714097612359,323.37823796526783,3.390914085636146e-07,0.006871697057409964
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.460070663623595,413.0300591804853,6.15409216449914e-08,0.006545921220358196
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.643993591994382,478.28918866748484,1.6024680195558292e-08,0.0052928936818552865
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.515229985955056,462.6201305140527,9.860164657135375e-08,0.0061610798209710636
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.323659146769663,346.8754562187456,9.956524664661423e-08,0.007334260575391974
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.183505969101123,331.5699098475936,1.2136415075744705e-06,0.00899866521398095
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.435887025983146,369.2678883598648,2.3013297868504146e-07,0.006161682018962645
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.39622103230337,375.3775129596254,2.550167482752335e-07,0.007188426971108948
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.427163799157303,404.44025278567676,4.1680317227331074e-07,0.006927618064121392
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.58936095505618,445.20786977293443,6.273318763806707e-08,0.005461458957516073
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,4.917650544241573,250.2292727347029,5.558467636088041e-07,0.011505008319616261
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,compositional_gerund_upper_reverse,True,,False,0.0,0,178,0.0,0,178,5.30687104985955,327.2743845214538,1.8290514887292062e-07,0.007312876190527947
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,compositional_gerund_upper_reverse,True,,False,0.0056179775280898875,1,178,0.0056179775280898875,1,178,5.202938465589888,330.8226800801647,1.1075317052602218e-06,0.008910858971537651
allenai/OLMo-2-1124-7B,main,compositional_gerund_upper_reverse,True,,False,0.0056179775280898875,1,178,0.0056179775280898875,1,178,4.203432233146067,99.65282904178721,2.239865469402904e-06,0.02032544619678624
