model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_country_to_capital,correct_country_to_capital,total_country_to_capital,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,simple_icl_country_to_capital,True,,False,0.0,0,184,0.0,0,184,11.007133152173912,138319.61431864998,5.749781501084662e-08,3.358056130104685e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,simple_icl_country_to_capital,True,,False,0.3641304347826087,67,184,0.3641304347826087,67,184,5.042629076086956,3591.155468650384,7.033186797700132e-05,0.01828940394622011
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,simple_icl_country_to_capital,True,,False,0.6521739130434783,120,184,0.6521739130434783,120,184,4.386023479959239,1683.772914612558,0.0001245657267800652,0.02981028053311384
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,simple_icl_country_to_capital,True,,False,0.8043478260869565,148,184,0.8043478260869565,148,184,4.044205375339674,331.3643193880721,0.0001855178627817413,0.03987343902701276
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,simple_icl_country_to_capital,True,,False,0.782608695652174,144,184,0.782608695652174,144,184,3.699446968410326,345.1592408925181,0.00037787884944498414,0.05232824053439971
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,simple_icl_country_to_capital,True,,False,0.8097826086956522,149,184,0.8097826086956522,149,184,3.8227751358695654,391.36101059529244,0.0002746083459553699,0.047721512495518266
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,simple_icl_country_to_capital,True,,False,0.7989130434782609,147,184,0.7989130434782609,147,184,3.7567510190217392,393.0268322854228,0.0002843871761147101,0.04707519099410488
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,simple_icl_country_to_capital,True,,False,0.7554347826086957,139,184,0.7554347826086957,139,184,3.3520693571671196,112.945236128667,0.0007855087644575575,0.06300316735706057
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,simple_icl_country_to_capital,True,,False,0.8369565217391305,154,184,0.8369565217391305,154,184,3.3828337296195654,456.60525854191974,0.0006289090591603114,0.06321050021770382
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,simple_icl_country_to_capital,True,,False,0.842391304347826,155,184,0.842391304347826,155,184,3.148004946501359,149.64270777111844,0.0010407313628691467,0.07310614731194474
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,simple_icl_country_to_capital,True,,False,0.8532608695652174,157,184,0.8532608695652174,157,184,3.533205778702446,259.6369783818666,0.0005494954663067828,0.053076820925944415
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,simple_icl_country_to_capital,True,,False,0.7934782608695652,146,184,0.7934782608695652,146,184,3.3650698454483696,185.22606644655002,0.0005630468176113818,0.06209502789995075
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,simple_icl_country_to_capital,True,,False,0.842391304347826,155,184,0.842391304347826,155,184,3.1505631156589673,159.5808653927454,0.0010188523312275003,0.07252197706119812
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,simple_icl_country_to_capital,True,,False,0.8152173913043478,150,184,0.8152173913043478,150,184,3.4845846424932065,328.8037250963237,0.000505484469898249,0.05787835039338895
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,simple_icl_country_to_capital,True,,False,0.8260869565217391,152,184,0.8260869565217391,152,184,3.3652635657269023,246.37117767876117,0.0006323039027786273,0.06192190947388148
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,simple_icl_country_to_capital,True,,False,0.875,161,184,0.875,161,184,3.3047883406929346,186.88078763935755,0.0006681903597904439,0.06531406997246803
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,simple_icl_country_to_capital,True,,False,0.8641304347826086,159,184,0.8641304347826086,159,184,3.511968198029891,398.44781538460387,0.00037418054390165326,0.05452930663069775
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,simple_icl_country_to_capital,True,,False,0.8315217391304348,153,184,0.8315217391304348,153,184,3.184923254925272,174.3867036171421,0.000853848759690667,0.0709360172943743
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,simple_icl_country_to_capital,True,,False,0.8586956521739131,158,184,0.8586956521739131,158,184,3.2488111413043477,182.82966409165127,0.0007616171275514851,0.06816002376349903
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,simple_icl_country_to_capital,True,,False,0.8206521739130435,151,184,0.8206521739130435,151,184,3.2198910920516304,290.782958105071,0.0008528745092517835,0.06951351929539457
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,simple_icl_country_to_capital,True,,False,0.8369565217391305,154,184,0.8369565217391305,154,184,3.3566523012907608,129.74823353870258,0.0004839287722054855,0.06034316381833278
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,simple_icl_country_to_capital,True,,False,0.8532608695652174,157,184,0.8532608695652174,157,184,3.0386697520380435,131.03064529680546,0.001184345696917505,0.07843396117109858
allenai/OLMo-2-1124-7B,main,simple_icl_country_to_capital,True,,False,0.8641304347826086,159,184,0.8641304347826086,159,184,2.774294645889946,69.32105036090296,0.001700054040761894,0.0949974729128213
