model,checkpoint,compositional_translate_eng_fr_last
allenai/OLMo-2-1124-7B,main,9.296671784682081
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,10.861181358381502
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,11.136199421965317
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,10.401666365606937
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,10.721572434971097
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,10.263886380057803
