model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_FA3,True,,False,0.0,0,0,,,,
allenai/OLMo-2-1124-7B,main,textfrct_FA3,True,,False,0.0,0,0,,,,
