model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_successor_last,accuracy_delete_middle,accuracy_append_successor,accuracy_successor_all,accuracy_double_string,accuracy_reverse,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,10.698784722222221,92622.87527994052,1.131561898747816e-05,3.180605762619164e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.730034722222221,221498.67325755028,0.0004151545076639262,0.007890789680009834
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.305772569444445,232574.81356971335,0.0008101514759443896,0.016110639033567423
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.576171875,27647.525399117716,0.0002564920034897712,0.008730542598794858
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.454210069444445,200076.24015067186,0.003016161903882096,0.022186980125338804
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.195746527777779,263795.1846718717,0.0025649266817237095,0.018737726439980965
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.017144097222221,112935.8698728035,0.0031911701337014866,0.015849125948434545
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.992621527777778,74113.44807179988,0.0020814115544879087,0.01804319787872356
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.616102430555555,53776.764882455805,0.0033636412059330854,0.015436493495252232
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.817274305555555,86918.67394490828,0.0027419885796572804,0.021839995742131146
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.80078125,61247.25289836957,0.002099026537848705,0.010866509191090196
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.350911458333333,55344.68300592154,0.0029153381156436075,0.01017025095039336
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.240451388888889,21534.734760776322,0.004302836754092492,0.013015876175850247
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.564670138888889,33825.33829332183,0.0021769110812813798,0.012294387422166523
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.434027777777778,45303.51791455987,0.017857927466742377,0.024277895052761404
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,6.872395833333333,6861.028449506992,0.003731346730814552,0.017819253793639425
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.303385416666667,23006.54358916806,0.006312815018627155,0.017244644004950904
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.05859375,12203.878646948737,0.004800807624965681,0.02004610398611321
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,6.469835069444445,7622.849858213906,0.005843277819795548,0.017126735815156283
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,6.867730034722222,49042.11859222002,0.020457555207488223,0.0369614757396676
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.090277777777778,41749.973343049445,0.024987192906145036,0.04142852860004023
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,string_analogy,True,,False,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,7.533962673611111,33726.57203487461,0.005812233185970691,0.026875312822863248
allenai/OLMo-2-1124-7B,main,string_analogy,True,,False,0.1,1,10,0.0,0.0,0.0,0.0,0.0,1.0,6.294786241319445,14800.00421077756,0.09802283518726264,0.14409502444329783
