model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV2,correct_CV2,total_CV2,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,12.463671875,578831.9324650604,4.0155919640028765e-08,6.273833595256086e-06
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,7.16865234375,38531.41666136913,5.3716597512907804e-06,0.0026460755529835777
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,6.767822265625,54129.078821563606,6.695724412088818e-07,0.004662332121803905
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,6.378662109375,75919.3016428424,2.2373092486508485e-06,0.006468447779654725
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,6.382177734375,137639.54147939483,5.282890120139543e-07,0.008753086294027062
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.9224609375,134992.1313277345,6.261399545071575e-07,0.012742019157778211
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.847216796875,46212.39872241936,4.445016431955513e-07,0.012399724243191197
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.7884765625,165975.48639283978,4.098535619678681e-07,0.014912890639090274
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.817578125,210202.3951867837,4.009973775061899e-07,0.01554224363330817
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.364453125,57387.12211096771,3.5350479825759814e-06,0.01962347391241453
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.5091796875,80163.98934849091,3.829609545152314e-06,0.017499603607361292
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.465625,27689.557108160498,1.501615371156055e-06,0.018786960259762592
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.38740234375,124850.37455979202,1.1960447159752007e-07,0.024522399491139706
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.1653076171875,25621.42130780427,6.095782851547683e-07,0.024408217528955733
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.510791015625,91192.69731721553,1.582215876794338e-07,0.019910897912765985
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.41044921875,46755.40019813094,4.3468859322279467e-07,0.020351846863193888
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.24140625,48507.688296752465,9.413750747696155e-07,0.021713085034665878
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.198681640625,160370.4857498919,7.634819711618448e-07,0.02453331842841973
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.027197265625,16688.990259420585,1.2937316180631894e-06,0.025853917983884072
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.1840576171875,29730.574978869943,1.5159188626153396e-06,0.023290032872717414
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.39375,19923.125542294547,5.915885306740873e-07,0.021095866432672215
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,5.253955078125,65524.668023962804,1.975665449204551e-07,0.025653618605984158
allenai/OLMo-2-1124-7B,main,textfrct_CV2,True,,False,0.0,0,40,0.0,0,40,4.953857421875,36954.97342500977,1.8939276482665967e-06,0.030052241196292868
