model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RL1,correct_RL1,total_RL1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,9.032291666666667,8623.279666657529,0.0001227819567952868,0.0001227819567952868
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,11.6,121140.461294665,1.0164688689672749e-05,1.0164688689672749e-05
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.413541666666667,282426.55462835607,4.526434245384515e-06,4.526434245384515e-06
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.397395833333333,2105903.87166063,6.969560041355265e-07,6.969560041355265e-07
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.122916666666667,561427.4294389571,2.3238638579992888e-06,2.3238638579992888e-06
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.784895833333334,399083.5645260075,3.5939830768593203e-06,3.5939830768593203e-06
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.7796875,1076458.6224306931,1.157717606145201e-06,1.157717606145201e-06
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.906770833333333,440218.9941178404,2.7477324495924642e-06,2.7477324495924642e-06
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.265104166666667,619878.3208424903,1.8750764918972739e-06,1.8750764918972739e-06
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.0375,1375038.647802044,8.908631527913602e-07,8.908631527913602e-07
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.103645833333333,576755.4028482368,2.363422900018367e-06,2.363422900018367e-06
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.257291666666667,715865.7826304156,2.0685632336069913e-06,2.0685632336069913e-06
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.222916666666666,227483.04815525856,5.423911861609215e-06,5.423911861609215e-06
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.118229166666667,572372.2014661414,2.3033395356571984e-06,2.3033395356571984e-06
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.390625,717617.6128681671,1.6857250023965775e-06,1.6857250023965775e-06
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.052604166666667,1343347.8780685416,8.40942288322114e-07,8.40942288322114e-07
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.118229166666667,1460246.4535236768,8.111641858038929e-07,8.111641858038929e-07
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.041666666666666,1343663.577869788,8.675461912311263e-07,8.675461912311263e-07
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,15.244270833333333,4705195.942882076,2.7006843347025646e-07,2.7006843347025646e-07
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.45625,820953.8611083736,1.6974770758027562e-06,1.6974770758027562e-06
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,15.2109375,4169233.3365228693,2.559826159553629e-07,2.559826159553629e-07
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.530208333333333,2175299.0150397,5.356949661095115e-07,5.356949661095115e-07
allenai/OLMo-2-1124-7B,main,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.921875,3161346.119256078,3.4654726568049877e-07,3.4654726568049877e-07
