model,checkpoint,compositional_translate_sp_eng_first
allenai/OLMo-2-1124-7B,main,9.954178370786517
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,10.897779143258427
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,10.589031776685394
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,10.599192415730338
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,10.419724367977528
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,9.40870786516854
