model,checkpoint,compositional_translate_fr_eng_reverse
allenai/OLMo-2-1124-7B,main,9.570358187134502
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,9.772889254385966
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,9.456186038011696
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,9.608495522660819
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,9.868946454678362
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,9.808662280701755
