model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RL3,correct_RL3,total_RL3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,6.1642578125,595.5337975151517,0.002841836842003286,0.002841836842003286
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.82578125,112715.54348673485,3.719048839791071e-05,3.719048839791071e-05
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.13046875,371956.0841289394,3.853472340386381e-05,3.853472340386381e-05
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.1978515625,46691.05863751638,7.393832208839954e-05,7.393832208839954e-05
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.818359375,42053.689003573476,0.00010997455106383745,0.00010997455106383745
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.9046875,57514.365742141366,0.00012019779698178122,0.00012019779698178122
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.9931640625,40443.581711296225,8.311519197954692e-05,8.311519197954692e-05
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.282421875,64412.20350443195,0.00011615134306161006,0.00011615134306161006
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.807421875,29671.46803631193,8.942976569993424e-05,8.942976569993424e-05
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.666015625,28408.610553977887,0.00011792374883994599,0.00011792374883994599
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.179296875,52766.625513619685,7.244803833334138e-05,7.244803833334138e-05
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.794921875,34124.556369915466,0.00011638348826039833,0.00011638348826039833
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.9724609375,31273.35872611414,7.776148048367986e-05,7.776148048367986e-05
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.5208984375,19924.457222376433,0.00011358267969823145,0.00011358267969823145
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.1296875,38181.05109216082,6.277946913192759e-05,6.277946913192759e-05
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.288671875,64963.712958210046,7.16617713966517e-05,7.16617713966517e-05
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.662890625,81548.94667469927,4.4937981882102934e-05,4.4937981882102934e-05
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.6828125,88812.71836153363,4.2881725579603905e-05,4.2881725579603905e-05
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.871875,81632.74430928839,3.847273075070037e-05,3.847273075070037e-05
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.329296875,43530.60376438781,5.033014821223185e-05,5.033014821223185e-05
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.327734375,153060.78762648997,2.6690831348614827e-05,2.6690831348614827e-05
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.651953125,60847.99921274323,3.775927329516665e-05,3.775927329516665e-05
allenai/OLMo-2-1124-7B,main,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.985546875,81587.49230196183,3.0424214396352446e-05,3.0424214396352446e-05
