model,checkpoint,compositional_translate_eng_fr_lower
allenai/OLMo-2-1124-7B,main,4.549822443181818
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,5.3693063446969695
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,5.1170276988636365
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,5.292862215909091
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,5.284842566287879
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,4.9438565340909095
