model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,ignoring_context,True,,False,0.0,0,1,6.125,457.14471326890896,0.002187491118182885,0.002187491118182885
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,ignoring_context,True,,False,1.0,1,1,9.421875,12355.727503305474,8.093412546792363e-05,8.093412546792363e-05
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,ignoring_context,True,,False,1.0,1,1,10.09375,24191.340075934822,4.133710645466825e-05,4.133710645466825e-05
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,ignoring_context,True,,False,1.0,1,1,9.578125,14445.308939958304,6.922662603870115e-05,6.922662603870115e-05
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,ignoring_context,True,,False,1.0,1,1,8.171875,3539.9751983943984,0.00028248785484530033,0.00028248785484530033
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,ignoring_context,True,,False,1.0,1,1,8.7421875,6261.577943611528,0.00015970415269209664,0.00015970415269209664
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,ignoring_context,True,,False,1.0,1,1,8.46875,4763.55729978668,0.00020992714836132686,0.00020992714836132686
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,ignoring_context,True,,False,1.0,1,1,7.76171875,2348.938375594565,0.0004257242379749019,0.0004257242379749019
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,ignoring_context,True,,False,1.0,1,1,8.765625,6410.066985396673,0.00015600460997961275,0.00015600460997961275
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,ignoring_context,True,,False,1.0,1,1,8.6875,5928.342844080489,0.00016868120253849865,0.00016868120253849865
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,ignoring_context,True,,False,1.0,1,1,7.90234375,2703.611497823697,0.0003698756277686204,0.0003698756277686204
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,ignoring_context,True,,False,1.0,1,1,7.29296875,1469.928074993662,0.0006803053952175938,0.0006803053952175938
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,ignoring_context,True,,False,1.0,1,1,8.6328125,5612.8421930478125,0.00017816285682120578,0.00017816285682120578
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,ignoring_context,True,,False,1.0,1,1,8.921875,7494.127553809398,0.00013343781418447866,0.00013343781418447866
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,ignoring_context,True,,False,1.0,1,1,7.328125,1522.524360828172,0.000656803940697575,0.000656803940697575
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,ignoring_context,True,,False,1.0,1,1,8.2265625,3738.9589647857524,0.0002674541254445945,0.0002674541254445945
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,ignoring_context,True,,False,1.0,1,1,8.4609375,4726.487002778873,0.00021157362739219717,0.00021157362739219717
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,ignoring_context,True,,False,1.0,1,1,8.59375,5397.817585348465,0.00018526005819728775,0.00018526005819728775
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,ignoring_context,True,,False,1.0,1,1,8.8984375,7320.526276004351,0.000136602200756776,0.000136602200756776
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,ignoring_context,True,,False,1.0,1,1,8.5390625,5110.550973561067,0.00019567361820152106,0.00019567361820152106
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,ignoring_context,True,,False,1.0,1,1,9.6015625,14787.869569579347,6.762299297372325e-05,6.762299297372325e-05
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,ignoring_context,True,,False,1.0,1,1,9.640625,15376.951323942234,6.503239679525935e-05,6.503239679525935e-05
allenai/OLMo-2-1124-7B,main,ignoring_context,True,,False,1.0,1,1,11.9921875,161488.22358374004,6.192402008072421e-06,6.192402008072421e-06
