model,checkpoint,compositional_plural_reverse_first
allenai/OLMo-2-1124-7B,main,6.635558712121212
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,8.419649621212121
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,7.456699810606061
