model,checkpoint,compositional_plural_upper_reverse
allenai/OLMo-2-1124-7B,main,5.778776041666666
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,6.767116477272728
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,6.937476325757576
