model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_MA3,correct_MA3,total_MA3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,11.720572916666667,230707.54726857546,3.5273942765073243e-06,1.4751630861833347e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.703059895833333,359440.33372831525,0.0006242426337108298,0.0038132052400002255
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.687565104166667,4853517.236302787,0.0012431082955023523,0.005404993001246462
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.3044921875,295326.49555869045,0.002482985048235425,0.009321996747712934
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.1486328125,1144736.3647748656,0.0008020642138752954,0.0044350569340323165
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.763606770833333,1065789.2283715673,0.001974441630454677,0.00570810329632055
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.750032552083333,2249452.656916524,0.006046017953283181,0.011304700188352668
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.2169921875,1261233.1502935356,0.004654490040168292,0.010267755221792322
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.056575520833333,950773.8831757641,0.0011897644054398033,0.003338621065933749
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.8423828125,658187.3454739451,0.0025841181520914625,0.005265450253341426
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.2931640625,1283050.1684899472,0.0013154786875198806,0.004432245944164767
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.49716796875,620909.7491406266,0.005380817102582115,0.010866585619362273
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.314973958333333,1667177.3833217146,0.0022930850259423323,0.004321671027880168
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.7927734375,866195.2140869655,0.003473996699701854,0.006616745264195545
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.829947916666667,725720.1299396711,0.0016575248959993856,0.005087114366777409
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,9.401497395833333,306593.46219776757,0.0016925435874068293,0.005280569482057201
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.4181640625,1252001.9917795716,0.0006710502784212909,0.003288267790729572
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.1068359375,985931.6231614178,0.0009586034256169985,0.004525819976457685
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.034765625,936088.6374121329,0.0013800231529799607,0.006703353660052616
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.643424479166667,1715765.8031890364,0.0018727892838456552,0.004470162987934765
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.7537109375,3158667.417247604,0.001330305139945485,0.007269165250218978
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,10.314778645833334,1103387.563631001,0.0019934735555686904,0.008816214846321923
allenai/OLMo-2-1124-7B,main,textfrct_MA3,True,,False,0.0,0,30,0.0,0,30,11.545703125,3839775.9041227796,0.000526567451199568,0.003938744986457064
