model,checkpoint,textfrct_CV3
allenai/OLMo-2-1124-7B,main,8.417304144965279
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,10.759928385416666
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,9.678819444444445
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,9.58740234375
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,9.363606770833334
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,12.584852430555555
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,10.681966145833334
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,8.844156901041666
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,8.7291259765625
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,10.667046440972221
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,9.08376736111111
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,10.677191840277779
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,8.84353298611111
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,10.20334201388889
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,9.987738715277779
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,10.058024088541666
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,10.173936631944445
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,10.936414930555555
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,10.326605902777779
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,9.558539496527779
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,9.636121961805555
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,9.248155381944445
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,9.03659396701389
