model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_translate_fr_eng_first,correct_translate_fr_eng_first,total_translate_fr_eng_first,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,compositional_translate_fr_eng_first,True,,False,0.0,0,171,0.0,0,171,8.127627010233919,4372.690217739012,0.0004082551928555115,0.0004082551928555115
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,compositional_translate_fr_eng_first,True,,False,0.1871345029239766,32,171,0.1871345029239766,32,171,11.137495431286549,168908.77684785702,3.7634684077096915e-05,3.7634684077096915e-05
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,compositional_translate_fr_eng_first,True,,False,0.19883040935672514,34,171,0.19883040935672514,34,171,9.489309210526315,62946.936572108796,0.0002384583669427011,0.0002384583669427011
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,compositional_translate_fr_eng_first,True,,False,0.1871345029239766,32,171,0.1871345029239766,32,171,10.469343932748538,112032.74150841503,8.777494231417247e-05,8.777494231417247e-05
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,compositional_translate_fr_eng_first,True,,False,0.22807017543859648,39,171,0.22807017543859648,39,171,10.077576754385966,131721.78085410807,0.00018189473691598734,0.00018189473691598734
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,compositional_translate_fr_eng_first,True,,False,0.21637426900584794,37,171,0.21637426900584794,37,171,10.818393640350877,317642.29385739844,9.129107960290416e-05,9.129107960290416e-05
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,compositional_translate_fr_eng_first,True,,False,0.25146198830409355,43,171,0.25146198830409355,43,171,10.449424342105264,184219.15150330402,0.00010421966909759673,0.00010421966909759673
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,compositional_translate_fr_eng_first,True,,False,0.2046783625730994,35,171,0.2046783625730994,35,171,10.57250548245614,124310.82128330693,7.407746278812397e-05,7.407746278812397e-05
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,compositional_translate_fr_eng_first,True,,False,0.21637426900584794,37,171,0.21637426900584794,37,171,10.98846399853801,163892.3121513143,4.5118393934369416e-05,4.5118393934369416e-05
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,compositional_translate_fr_eng_first,True,,False,0.23391812865497075,40,171,0.23391812865497075,40,171,9.797674524853802,73590.81953423822,0.00020234889668654756,0.00020234889668654756
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,compositional_translate_fr_eng_first,True,,False,0.23976608187134502,41,171,0.23976608187134502,41,171,10.328627558479532,101295.9208623152,0.00014302994026087863,0.00014302994026087863
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,compositional_translate_fr_eng_first,True,,False,0.19883040935672514,34,171,0.19883040935672514,34,171,10.712833516081872,160164.77813251875,6.380867874125268e-05,6.380867874125268e-05
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,compositional_translate_fr_eng_first,True,,False,0.17543859649122806,30,171,0.17543859649122806,30,171,10.647866410818713,228653.64420881937,9.138270770228306e-05,9.138270770228306e-05
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,compositional_translate_fr_eng_first,True,,False,0.21637426900584794,37,171,0.21637426900584794,37,171,10.01107913011696,79541.42845656793,0.00016337939441820397,0.00016337939441820397
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,compositional_translate_fr_eng_first,True,,False,0.21637426900584794,37,171,0.21637426900584794,37,171,9.247418676900585,43845.457320534035,0.0003493586240669707,0.0003493586240669707
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,compositional_translate_fr_eng_first,True,,False,0.25146198830409355,43,171,0.25146198830409355,43,171,10.925073099415204,239463.91693958637,6.16644532240373e-05,6.16644532240373e-05
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,compositional_translate_fr_eng_first,True,,False,0.15789473684210525,27,171,0.15789473684210525,27,171,11.76190149853801,620129.0734373104,4.010345293342082e-05,4.010345293342082e-05
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,compositional_translate_fr_eng_first,True,,False,0.18128654970760233,31,171,0.18128654970760233,31,171,11.090072185672515,232810.373447392,5.155155983659772e-05,5.155155983659772e-05
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,compositional_translate_fr_eng_first,True,,False,0.2222222222222222,38,171,0.2222222222222222,38,171,10.983598318713451,308909.6341168014,6.917939763589826e-05,6.917939763589826e-05
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,compositional_translate_fr_eng_first,True,,False,0.18128654970760233,31,171,0.18128654970760233,31,171,10.423656798245615,233135.3913021476,0.00012179847192693895,0.00012179847192693895
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,compositional_translate_fr_eng_first,True,,False,0.19883040935672514,34,171,0.19883040935672514,34,171,10.494106359649123,116222.99547392254,8.117967711158097e-05,8.117967711158097e-05
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,compositional_translate_fr_eng_first,True,,False,0.1695906432748538,29,171,0.1695906432748538,29,171,10.001073647660819,98749.13768047691,0.00020211252524326404,0.00020211252524326404
allenai/OLMo-2-1124-7B,main,compositional_translate_fr_eng_first,True,,False,0.19883040935672514,34,171,0.19883040935672514,34,171,10.022934941520468,128202.14361143918,0.00019453901390594996,0.00019453901390594996
