model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_upper_last,correct_upper_last,total_upper_last,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,compositional_upper_last,True,,False,0.0,0,36,0.0,0,36,8.500325520833334,6262.980925858487,0.00027438629942882857,0.00027438629942882857
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,compositional_upper_last,True,,False,0.08333333333333333,3,36,0.08333333333333333,3,36,11.025824652777779,122170.2595978409,3.4404521065289154e-05,3.4404521065289154e-05
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,compositional_upper_last,True,,False,0.1111111111111111,4,36,0.1111111111111111,4,36,9.35861545138889,73885.58089989495,0.00020300989401881507,0.00020300989401881507
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,compositional_upper_last,True,,False,0.1388888888888889,5,36,0.1388888888888889,5,36,10.77712673611111,88695.9160315114,3.6429243957248296e-05,3.6429243957248296e-05
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,compositional_upper_last,True,,False,0.1111111111111111,4,36,0.1111111111111111,4,36,11.398871527777779,187536.8061010396,1.5753261645949247e-05,1.5753261645949247e-05
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,compositional_upper_last,True,,False,0.08333333333333333,3,36,0.08333333333333333,3,36,11.09592013888889,134407.5883332023,2.9602403232514875e-05,2.9602403232514875e-05
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,compositional_upper_last,True,,False,0.19444444444444445,7,36,0.19444444444444445,7,36,10.583333333333334,83490.99209644487,4.80022752490547e-05,4.80022752490547e-05
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,compositional_upper_last,True,,False,0.08333333333333333,3,36,0.08333333333333333,3,36,10.655164930555555,77178.83474709712,4.3030180457587634e-05,4.3030180457587634e-05
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,compositional_upper_last,True,,False,0.05555555555555555,2,36,0.05555555555555555,2,36,11.264973958333334,179570.84953851847,2.4394250697658847e-05,2.4394250697658847e-05
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,compositional_upper_last,True,,False,0.027777777777777776,1,36,0.027777777777777776,1,36,9.761610243055555,29176.202886020583,9.665334213483515e-05,9.665334213483515e-05
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,compositional_upper_last,True,,False,0.08333333333333333,3,36,0.08333333333333333,3,36,10.1396484375,47468.92374023133,8.644501929542365e-05,8.644501929542365e-05
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,compositional_upper_last,True,,False,0.027777777777777776,1,36,0.027777777777777776,1,36,10.846788194444445,95107.47381685072,3.866335363569628e-05,3.866335363569628e-05
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,compositional_upper_last,True,,False,0.08333333333333333,3,36,0.08333333333333333,3,36,10.3154296875,47175.60432141702,5.752605940427419e-05,5.752605940427419e-05
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,compositional_upper_last,True,,False,0.1111111111111111,4,36,0.1111111111111111,4,36,9.482855902777779,27547.39325327643,0.0001599769039801415,0.0001599769039801415
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,compositional_upper_last,True,,False,0.19444444444444445,7,36,0.19444444444444445,7,36,8.89431423611111,15469.479404178885,0.0003020493777305147,0.0003020493777305147
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,compositional_upper_last,True,,False,0.05555555555555555,2,36,0.05555555555555555,2,36,10.602864583333334,74076.12297221003,5.0582500054166557e-05,5.0582500054166557e-05
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,compositional_upper_last,True,,False,0.08333333333333333,3,36,0.08333333333333333,3,36,10.406792534722221,72960.10535232729,7.226996943599911e-05,7.226996943599911e-05
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,compositional_upper_last,True,,False,0.05555555555555555,2,36,0.05555555555555555,2,36,10.150390625,62746.96555837019,7.415864099791914e-05,7.415864099791914e-05
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,compositional_upper_last,True,,False,0.1111111111111111,4,36,0.1111111111111111,4,36,11.187065972222221,203177.50086281542,3.070181899943274e-05,3.070181899943274e-05
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,compositional_upper_last,True,,False,0.1388888888888889,5,36,0.1388888888888889,5,36,9.745008680555555,30979.649074346453,0.00012503777672346952,0.00012503777672346952
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,compositional_upper_last,True,,False,0.1388888888888889,5,36,0.1388888888888889,5,36,10.5888671875,79407.7829271767,6.0286552130498777e-05,6.0286552130498777e-05
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,compositional_upper_last,True,,False,0.1111111111111111,4,36,0.1111111111111111,4,36,10.355794270833334,71385.9081484492,8.206815929018193e-05,8.206815929018193e-05
allenai/OLMo-2-1124-7B,main,compositional_upper_last,True,,False,0.16666666666666666,6,36,0.16666666666666666,6,36,9.87521701388889,65026.33744164683,8.78112714214237e-05,8.78112714214237e-05
