model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV1,correct_CV1,total_CV1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,11.70203125,324607.91745233873,1.3334896438247938e-05,2.03942932435168e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,11.169375,869010.569018639,0.0001941764173834615,0.00040605429974920016
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.8884375,797380.6954104676,0.0003436503734307416,0.00061971050162524
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.42734375,777404.7645131408,0.001042343828539692,0.0014934578493096232
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.0459765625,458043.73024801543,0.0016644366622217215,0.002071024883359673
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.8326171875,336863.2319864171,0.000876082238882768,0.0014587184143131174
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.9439453125,379576.76119534555,0.0013417233579408603,0.0018495769059518614
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.6794140625,434025.4347463402,0.003091669962575856,0.003850112363151385
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.2722265625,292676.1919864582,0.005999975135401191,0.006608854833784046
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.6512890625,439056.52666872385,0.004903490743205054,0.005435994174067196
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.511875,339919.1037858344,0.0009616256207316437,0.0015208531080259222
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.568369140625,67540.5371297507,0.01198075150212855,0.012979835522570274
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.616484375,75219.0176869437,0.003911898262596686,0.005031437998693258
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.78640625,108254.85568996305,0.004001434929434885,0.005089582903682229
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.2658984375,49697.068935603864,0.020997202899242385,0.022065465364414002
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.33193359375,51069.49694869523,0.013649806246494662,0.015210767319570596
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,7.9733935546875,30368.635111521093,0.01703149105232969,0.018691818275614787
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,7.723837890625,19724.409181938143,0.013023132737476717,0.014778641496694262
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,7.97017578125,78649.59460765371,0.018981096660087897,0.020725711957124776
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,7.59072265625,23239.76012580163,0.035069563456454234,0.03676722738994196
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.072119140625,71035.78741801933,0.021134774688846062,0.022501025115827585
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.700302734375,148789.92428602066,0.021748939290804802,0.023059863809750572
allenai/OLMo-2-1124-7B,main,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,5.938840942382813,2968.789010131726,0.07483967730699125,0.0769377415540201
