model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,part_of_speech,True,,False,0.0,0,15,11.866666666666667,394334.37885338825,1.3825047630469486e-06,1.4869550323170519e-05
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,part_of_speech,True,,False,0.0,0,15,5.838020833333333,59520.42994356105,0.0002721281890170563,0.008455269292287824
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,part_of_speech,True,,False,0.0,0,15,4.119173177083334,1016.4165105912992,0.0444699210537395,0.06243067419980346
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,part_of_speech,True,,False,0.06666666666666667,1,15,4.779557291666666,239.7538597916637,0.002875210976163636,0.016991485448297355
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,part_of_speech,True,,False,0.0,0,15,6.471354166666667,12314.516118693631,6.538268071893724e-05,0.005545319110595965
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,part_of_speech,True,,False,0.0,0,15,6.528776041666666,716390.6276112165,4.512118014124309e-05,0.005867119176054156
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,part_of_speech,True,,False,0.0,0,15,6.172135416666666,1143328.6304825728,0.0002227135374681306,0.012260753227882665
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,part_of_speech,True,,False,0.0,0,15,5.86015625,57777.053139486445,0.0002680718791910046,0.011159278689831648
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,part_of_speech,True,,False,0.0,0,15,5.148046875,20017.267342662395,0.001214516514332221,0.020159498885797756
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,part_of_speech,True,,False,0.0,0,15,4.307096354166666,184.9519838654529,0.0035564701645071596,0.033798890921204965
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,part_of_speech,True,,False,0.0,0,15,5.577734375,23412.618827789796,0.0011271115546984995,0.021829557874662994
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,part_of_speech,True,,False,0.0,0,15,5.26640625,4029.7091337279344,0.0004818766375914592,0.016373783308139968
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,part_of_speech,True,,False,0.0,0,15,5.420442708333334,921.0416717333433,0.0003607505646841473,0.014063531233243918
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,part_of_speech,True,,False,0.0,0,15,4.920442708333334,22506.56260109044,0.0026648495756496733,0.03109827201991977
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,part_of_speech,True,,False,0.0,0,15,4.737174479166667,464.8859542440365,0.003172564747545198,0.03510500474684623
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,part_of_speech,True,,False,0.0,0,15,4.860221354166667,291.4092736229185,0.0032386395252512125,0.0227966424037519
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,part_of_speech,True,,False,0.0,0,15,4.752083333333333,9058.161208503663,0.0061152118595557995,0.04177375261321274
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,part_of_speech,True,,False,0.0,0,15,4.434895833333333,16497.428126593408,0.007720778561021943,0.03453263397182401
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,part_of_speech,True,,False,0.0,0,15,3.4131510416666666,65.65730383914955,0.02123508771825861,0.06645879331508363
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,part_of_speech,True,,False,0.0,0,15,5.317513020833333,502.5342134644883,0.0006703765015952799,0.01982953236929916
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,part_of_speech,True,,False,0.0,0,15,5.9689453125,850433.4958770407,0.002693673680562607,0.03557354365662318
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,part_of_speech,True,,False,0.0,0,15,4.3158203125,260.879353177338,0.007217111491463449,0.03766860177320517
allenai/OLMo-2-1124-7B,main,part_of_speech,True,,False,0.06666666666666667,1,15,6.222135416666666,79146.12961681836,0.01314517409589557,0.054799311616594536
